id,course_id,skill_level,skill_level_jp,purpose,purpose_jp,learn_info,learn_info_jp,outcome,outcome_jp,price,price_jp,price_hk,price_in_points,created_at,updated_at
11,3,Advanced,アドバンスド,"Refine professional communication by handling complex workplace conversations, presenting ideas clearly, giving constructive feedback, and adapting communication to different people.",複雑な職場での会話を処理し、アイデアを明確に提示し、建設的なフィードバックを与え、さまざまな人々にコミュニケーションを適応させることによ,"Explore more complex workplace communication situations, including difficult conversations, constructive feedback, professional disagreement, collaboration, and adapting communication to different people.",困難な会話、建設的なフィードバック、専門家の意見の相違、コラボレーション、さまざまな人々へのコミュニケーションの適応など、より複雑な職場のコミュ,"Handle more complex workplace conversations by presenting ideas effectively, giving constructive feedback, managing disagreements, and adapting communication to different people.",アイデアを効果的に提示し、建設的なフィードバックを与え、意見の相違を管理し、さまざまな人々にコミュニケーションを適応させることによ,674,674,674,674,NULL,NULL
12,3,Expert,専門家,"Develop an adaptable workplace communication style through advanced listening, professional expression, thoughtful responses, collaboration, and effective handling of challenging conversations.",高度なリスニング、プロの表現、思慮深い応答、コラボレーション、および挑戦的な会話の効果的な処理を通じて適応可能な職場のコミュニケーショ,"Learn how to independently handle workplace communication by combining clear expression, active listening, thoughtful responses, professional tone, and practical strategies for challenging situations.",明確な表現、アクティブなリスニング、思慮深い応答、プロのトーン、挑戦的な状況のための実用的な戦略を組み合わせることにより、独立して職場のコ,"Communicate independently and professionally by combining active listening, clear expression, thoughtful responses, collaboration, and effective strategies for challenging workplace situations.",積極的なリスニング、明確な表現、思慮深い応答、コラボレーション、挑戦的な職場の状況のための効果的な戦略を組み合わせることによ,1087,1087,1087,1087,NULL,NULL
13,4,Beginner,ビギナー,"Understand basic leadership principles by developing communication, teamwork, responsibility, decision-making, goal setting, and simple problem-solving skills.",コミュニケーション、チームワーク、責任、意思決定、目標設定、簡単な問題解決スキルを開発することにより、基本的なリーダーシップの原則を理解します。,"Understand the foundations of leadership, including communication, teamwork, responsibility, decision-making, goal setting, delegation, and basic problem-solving.",コミュニケーション、チームワーク、責任、意思決定、目標設定、委任、基本的な問題解決など、リーダーシップの基礎を理解します。,"Apply basic leadership skills by communicating clearly, working with others, taking responsibility, setting goals, making decisions, and solving simple problems.",明確にコミュニケーションをとり、他の人と協力し、責任を取り、目標を設定し、意思決定を行い、単純な問題を解決することによ,214,214,214,214,NULL,NULL
14,4,Intermediate,中級,"Strengthen leadership abilities by practicing delegation, goal setting, teamwork, communication, decision-making, accountability, and practical problem-solving.",委任、目標設定、チームワーク、コミュニケーション、意思決定、説明責任、実践的な問題解決を実践することにより、リーダーシップ能力を強化する。,"Learn how leadership responsibilities develop through effective communication, team coordination, delegation, accountability, goal setting, and practical decision-making.",効果的なコミュニケーション、チームの調整、委任、説明責任、目標設定、実践的な意思決定を通じて、リーダーシップの責任がどのように発展するかを学びます。,"Use stronger leadership practices by coordinating tasks, delegating responsibilities, setting goals, communicating with teams, making decisions, and maintaining accountability.",タスクの調整、責任の委任、目標の設定、チームとのコミュニケーション、意思決定、説明責任の維持によって、より強力なリーダーシップの実践を使用します。,453,453,453,453,NULL,NULL
15,4,Advanced,アドバンスド,"Develop advanced leadership skills through strategic thinking, team coordination, conflict handling, decision-making, communication, responsibility, and effective support for different team needs.",戦略的思考、チームの調整、紛争処理、意思決定、コミュニケーション、責任、およびさまざまなチームのニーズのための効果的なサポートを通じて、高度なリーダーシップスキルを開発します。,"Explore advanced leadership concepts such as strategic thinking, team development, conflict handling, decision-making, communication, accountability, and supporting different team needs.",戦略的思考、チーム開発、紛争処理、意思決定、コミュニケーション、説明責任、およびさまざまなチームのニーズをサポートするなどの高度なリーダーシップの概念,"Handle advanced leadership situations by applying strategic thinking, team coordination, conflict management, decision-making, communication, and team development skills.",戦略的思考、チーム調整、紛争管理、意思決定、コミュニケーション、チーム開発スキルを適用することにより、高度なリーダーシップの状況を処理します。,741,741,741,741,NULL,NULL
16,4,Expert,専門家,"Build an independent leadership approach by combining clear communication, thoughtful decisions, team development, problem-solving, accountability, and adaptable leadership practices.",明確なコミュニケーション、思慮深い意思決定、チーム開発、問題解決、説明責任、適応可能なリーダーシップの練習を結合することによって独立したリーダーシップアプローチを構築します。,"Learn how to develop an independent leadership approach by applying communication, decision-making, problem-solving, team development, accountability, and adaptable leadership practices.",コミュニケーション、意思決定、問題解決、チーム開発、説明責任、適応可能なリーダーシップの練習を適用することによって独立したリーダーシップのアプロー,"Develop an independent leadership approach by combining communication, decision-making, problem-solving, accountability, team development, and adaptable leadership practices.",コミュニケーション、意思決定、問題解決、説明責任、チーム開発、および適応可能なリーダーシップの練習の結合によって独立したリーダーシップのアプロー,1012,1012,1012,1012,NULL,NULL
17,5,Beginner,ビギナー,"Learn the basic principles of digital marketing by understanding audiences, content, social media, search, online campaigns, and essential marketing concepts.",オーディエンス、コンテンツ、ソーシャルメディア、検索、オンラインキャンペーン、および重要なマーケティングの概念を理解することによって、デジタルマーケティングの基本原則を学びます。,"Understand the basic principles of digital marketing, including audiences, content, social media, search, online campaigns, marketing goals, and basic performance measurement.",オーディエンス、コンテンツ、ソーシャルメディア、検索、オンラインキャンペーン、マーケティング目標、基本的なパフォーマンス測定など、デジタルマーケティングの基本原則を理解します。,"Explain the basic principles of digital marketing, identify target audiences, understand major digital channels, develop simple content ideas, and recognize the purpose of online campaigns.",デジタルマーケティングの基本原則を説明し、ターゲットオーディエンスを特定し、主要なデジタルチャネルを理解し、簡単なコンテンツのアイデアを開発し、オンラインキャンペーンの目的を認識します。,292,292,292,292,NULL,NULL
18,5,Intermediate,中級,"Develop stronger digital marketing skills by creating content ideas, understanding audiences, planning campaigns, using digital channels, and reviewing basic performance information.",コンテンツのアイデアを作成し、視聴者を理解し、キャンペーンを計画し、デジタルチャネルを使用し、基本的なパフォーマンス情報を確認することによ,"Learn how digital marketing activities can be planned around audiences, content, communication channels, campaign goals, and basic performance information.",オーディエンス、コンテンツ、コミュニケーションチャネル、キャンペーンの目標、基本的なパフォーマンス情報を中心にデジタルマーケティングアクティビティを計画する方法について説明します。,"Plan basic digital marketing activities by understanding audiences, developing content ideas, selecting suitable channels, organizing campaigns, and reviewing basic performance information.",オーディエンスを理解し、コンテンツのアイデアを開発し、適切なチャネルを選択し、キャンペーンを整理し、基本的なパフォーマンス情報をレビューすることにより、基本的なデジタルマーケティング活動を計画します。,376,376,376,376,NULL,NULL
19,5,Advanced,アドバンスド,"Refine digital marketing skills through campaign planning, audience analysis, content strategy, channel selection, performance review, and structured marketing decisions.",キャンペーン計画、オーディエンス分析、コンテンツ戦略、チャネル選択、パフォーマンスレビュー、構造化されたマーケティング意思決定を通じて、デジタルマーケティングスキルを洗練します。,"Explore advanced digital marketing concepts including audience analysis, content strategy, campaign planning, channel selection, performance evaluation, and structured marketing decisions.",オーディエンス分析、コンテンツ戦略、キャンペーン計画、チャネル選択、パフォーマンス評価、構造化されたマーケティング意思決定など、高度なデジタルマーケティングの概念をご覧ください。,"Develop structured digital marketing strategies by analyzing audiences, planning content, selecting channels, evaluating campaign performance, and making informed marketing decisions.",オーディエンスの分析、コンテンツの計画、チャネルの選択、キャンペーンのパフォーマンスの評価、情報に基づいたマーケティングの意思決定を行うことにより、構造化されたデジタルマーケティング戦略を開発します。,698,698,698,698,NULL,NULL
20,5,Expert,専門家,"Develop an adaptable digital marketing approach by combining audience understanding, strategic planning, content development, campaign evaluation, and informed decisions across digital channels.",オーディエンスの理解、戦略的計画、コンテンツ開発、キャンペーン評価、デジタルチャネル全体での情報に基づいた意思決定を組み合わせることにより、適応可能なデジタルマーケティングアプローチを開発します。,"Learn how to independently plan and evaluate digital marketing activities by combining audience research, content development, campaign strategy, channel selection, and performance analysis.",オーディエンスリサーチ、コンテンツ開発、キャンペーン戦略、チャネル選択、パフォーマンス分析を組み合わせて、デジタルマーケティング活動を独自に計画し、評価する方法を学びます。,"Independently plan and evaluate digital marketing activities by combining audience research, content development, campaign strategy, channel selection, performance analysis, and adaptable marketing decisions.",オーディエンスリサーチ、コンテンツ開発、キャンペーン戦略、チャネル選択、パフォーマンス分析、適応可能なマーケティング決定を組み合わせることにより、デジタルマーケティング活動を独自に計画および評価します。,1065,1065,1065,1065,NULL,NULL
21,6,Beginner,ビギナー,"Improve your coding foundation by practicing variables, conditions, loops, functions, basic logic, and simple problem-solving through approachable programming exercises.",変数、条件、ループ、関数、基本的なロジック、および親しみやすいプログラミング演習を通じて簡単な問題解決を練習することによって、あなたのコーディ,"Understand basic programming concepts such as variables, data types, conditions, loops, functions, logical thinking, and simple problem-solving.",変数、データ型、条件、ループ、関数、論理的思考、単純な問題解決などの基本的なプログラミングの概念を理解します。,"Write and run simple programs using variables, conditions, loops, functions, and basic problem-solving techniques.",変数、条件、ループ、関数、および基本的な問題解決手法を使用して、簡単なプログラムを作成して実行します。,226,226,226,226,NULL,NULL
22,6,Intermediate,中級,"Strengthen coding skills by working with more structured programs, debugging common issues, organizing code, and applying programming concepts to practical problems.",より構造化されたプログラムを使用し、共通の問題をデバッグし、コードを整理し、実用的な問題にプログラミングの概念を適用することによ,"Learn how structured programs work by practicing code organization, debugging, reusable functions, problem-solving, and applying programming concepts to practical examples.",コード編成、デバッグ、再利用可能な関数、問題解決、および実用的な例にプログラミングの概念を適用することによって、構造化プログラムがどのよ,"Create more structured programs by organizing code effectively, using reusable functions, identifying errors, and applying programming concepts to practical tasks.",コードを効果的に整理し、再利用可能な関数を使用し、エラーを特定し、プログラミングの概念を実用的なタスクに適用することで、より構造化されたプ,445,445,445,445,NULL,NULL
23,6,Advanced,アドバンスド,"Develop advanced programming skills by combining multiple concepts, improving code structure, solving more complex problems, and creating practical programs with greater independence.",複数の概念を組み合わせ、コード構造を改善し、より複雑な問題を解決し、より大きな独立性を持つ実用的なプログラムを作成することによ,"Explore advanced programming concepts through more complex problem-solving, improved code structure, debugging techniques, program organization, and combining multiple programming concepts.",より複雑な問題解決、改善されたコード構造、デバッグ技術、プログラム編成、および複数のプログラミング概念の組み合わせを通じて、高度なプログ,"Develop more complex programs by combining multiple programming concepts, improving code structure, debugging efficiently, and solving larger programming problems.",複数のプログラミング概念を組み合わせ、コード構造を改善し、効率的にデバッグし、より大きなプログラミング問題を解決することによ,759,759,759,759,NULL,NULL
24,6,Expert,専門家,"Build an independent coding approach by designing structured solutions, debugging effectively, improving code quality, and applying programming knowledge to larger practical projects.",構造化されたソリューションを設計し、効果的にデバッグし、コード品質を向上させ、より大きな実用的なプロジェクトにプログラミングナレッジを適用することにより、独立したコーディングアプローチを構築します。,"Learn how to independently plan, write, test, debug, and improve programs while applying coding concepts to larger and more practical programming projects.",より大きく、より実用的なプログラミングプロジェクトにコーディングの概念を適用している間独立してプログラムを計画し、書き、テストし、デバッグし、改良する方法を学びなさい。,"Independently plan, write, test, debug, and improve practical programs while applying programming concepts to larger and more structured coding projects.",より大規模で構造化されたコーディングプロジェクトにプログラミングの概念を適用しながら、実用的なプログラムを独自に計画、作成、テスト、デバ,994,994,994,994,NULL,NULL
25,7,Beginner,ビギナー,"Learn how AI tools can support everyday tasks such as writing, brainstorming, research, summarizing information, organization, and simple productivity activities.",Aiツールが、執筆、ブレーンストーミング、研究、情報の要約、組織化、単純な生産性活動などの日常的なタスクをどのようにサポートできるかを学びます。,"Understand how AI tools can support everyday tasks such as writing, brainstorming, research, summarizing information, organizing ideas, and improving productivity.",Aiツールが、執筆、ブレーンストーミング、研究、情報の要約、アイデアの整理、生産性の向上などの日常的なタスクをどのようにサポートできるかを理解します。,"Use AI tools for everyday writing, brainstorming, research, summarization, organization, and productivity tasks with clear and practical instructions.",AIツールを使用して、日常の執筆、ブレーンストーミング、研究、要約、組織、生産性のタスクを明確で実用的な指示で実行できます。,173,173,173,173,NULL,NULL
26,7,Intermediate,中級,"Improve AI tool usage by creating clearer instructions, refining outputs, organizing workflows, and applying AI effectively to different study and work tasks.",より明確な指示を作成し、出力を洗練し、ワークフローを整理し、さまざまな研究や作業タスクにAIを効果的に適用することで、AIツールの使用を改善します。,"Learn how to create clearer instructions for AI tools, refine generated results, organize AI-supported workflows, and apply different tools to practical study and work situations.",AIツールのより明確な指示を作成し、生成された結果を洗練し、AIサポートされているワークフローを整理し、さまざまなツールを実践的な学習や作業状況に適用する方法を学びます。,"Create more effective AI-assisted workflows by writing clearer instructions, refining results, organizing tasks, and selecting suitable AI tools for different situations.",より明確な指示を作成し、結果を洗練し、タスクを整理し、さまざまな状況に適したAIツールを選択することで、より効果的なAI支援ワークフローを作成します。,482,482,482,482,NULL,NULL
27,7,Advanced,アドバンスド,"Develop advanced AI workflow skills by combining multiple tools and techniques, reviewing results carefully, improving prompts, and applying AI to more complex professional tasks.",複数のツールやテクニックを組み合わせ、結果を慎重に見直し、プロンプトを改善し、より複雑な専門的なタスクにAIを適用することにより、高度なAI,"Explore advanced AI workflows by combining multiple techniques, improving instructions, reviewing generated results, and applying AI tools to more complex professional and creative tasks.",複数のテクニックを組み合わせ、指示を改善し、生成された結果を確認し、より複雑な専門的および創造的なタスクにAIツールを適用することで、高度なAIワークフローを探索します。,"Apply advanced AI workflows by combining tools and techniques, improving instructions, reviewing results carefully, and using AI for more complex professional and creative tasks.",ツールとテクニックを組み合わせ、指示を改善し、結果を慎重にレビューし、より複雑な専門的および創造的なタスクにAIを使用することにより、高度なAIワークフローを適用します。,687,687,687,687,NULL,NULL
28,7,Expert,専門家,"Build an effective and adaptable AI workflow by independently selecting suitable tools, creating structured instructions, reviewing results, and integrating AI responsibly into everyday work.",適切なツールを独自に選択し、構造化された指示を作成し、結果をレビューし、責任を持ってAIを日常業務に統合することにより、効果的で適応可能なAIワークフローを構築します。,"Learn how to independently select suitable AI tools, create structured instructions, evaluate results, and integrate AI responsibly into everyday professional workflows.",適切なAIツールを個別に選択し、構造化された指示を作成し、結果を評価し、責任を持ってaiを日常のプロフェッショナルワークフローに統合する方法について説明します。,"Independently select suitable AI tools, create structured instructions, evaluate results critically, and integrate AI responsibly into everyday work.",適切なAIツールを独自に選択し、構造化された指示を作成し、結果を批判的に評価し、責任を持ってaiを日常業務に統合します。,1071,1071,1071,1071,NULL,NULL
29,8,Beginner,ビギナー,"Understand basic data concepts by learning how to organize information, read tables, identify patterns, compare values, and communicate simple findings clearly.",情報の整理、表の読み取り、パターンの識別、値の比較、簡単な調査結果の明確な伝達方法を学習することで、基本的なデータの概念を理解します。,"Understand basic data concepts, including how information is collected, organized, presented, compared, and interpreted through tables and simple visual formats.",情報がどのように収集され、整理され、提示され、比較され、テーブルや単純な視覚的な形式で解釈されるかなど、基本的なデータの概念を理解します。,"Organize and interpret basic data using tables, comparisons, simple calculations, patterns, and clear visual presentations.",テーブル、比較、簡単な計算、パターン、および明確な視覚提示を使用して基本的なデータを組織し、解釈しなさい。,258,258,258,258,NULL,NULL
30,8,Intermediate,中級,"Strengthen data skills by practicing data organization, basic analysis, simple calculations, visual presentation, and interpretation of information from different sources.",データ編成、基本的な分析、簡単な計算、視覚的なプレゼンテーション、さまざまなソースからの情報の解釈を実践することにより、データスキルを強化します。,"Learn how to organize and analyze information using basic calculations, comparisons, patterns, tables, and visual presentations to communicate findings more clearly.",基本的な計算、比較、パターン、表、視覚的なプレゼンテーションを使用して情報を整理および分析し、調査結果をより明確に伝える方法を学びます。,"Analyze information more effectively by organizing data, identifying patterns, comparing results, creating basic visualizations, and communicating findings clearly.",データを整理し、パターンを特定し、結果を比較し、基本的な視覚化を作成し、調査結果を明確に伝えることにより、情報をより効果的に分析します。,364,364,364,364,NULL,NULL
31,8,Advanced,アドバンスド,"Develop advanced data skills by analyzing larger sets of information, identifying meaningful patterns, comparing results, and presenting findings in a clear and structured way.",より多くの情報を分析し、意味のあるパターンを特定し、結果を比較し、明確で構造化された方法で調査結果を提示することにより、高度なデータスキルを開発します。,"Explore advanced data skills through larger information sets, pattern analysis, comparisons, interpretation, visualization, and structured presentation of meaningful findings.",より大きな情報セット、パターン分析、比較、解釈、視覚化、意味のある調査結果の構造化された提示を通じて、高度なデータスキルを探ります。,"Analyze larger and more detailed datasets by identifying meaningful patterns, interpreting results, comparing information, and presenting findings in a structured way.",意味のあるパターンを特定し、結果を解釈し、情報を比較し、構造化された方法で調査結果を提示することにより、より大きく、より詳細なデータセット,728,728,728,728,NULL,NULL
32,8,Expert,専門家,"Build an independent data-analysis approach by combining organization, interpretation, visualization, critical thinking, and clear communication of findings for practical situations.",組織、解釈、視覚化、批判的思考、および実用的な状況のための調査結果の明確なコミュニケーションを組み合わせることにより、独立したデータ分析ア,"Learn how to independently analyze and communicate data by combining organization, interpretation, visualization, critical thinking, and clear presentation techniques.",組織、解釈、視覚化、批判的思考、明確なプレゼンテーション技術を組み合わせて、データを独立して分析し、伝達する方法を学びます。,"Independently analyze and communicate data by combining organization, interpretation, visualization, critical thinking, and clear presentation techniques.",組織、解釈、視覚化、批判的思考、明確なプレゼンテーション技術を組み合わせることにより、データを独立して分析し、伝達します。,1048,1048,1048,1048,NULL,NULL
33,9,Beginner,ビギナー,"Learn the fundamentals of web design by understanding page structure, layouts, typography, colors, spacing, navigation, and basic responsive design principles.",ページ構造、レイアウト、タイポグラフィ、色、間隔、ナビゲーション、および基本的なレスポンシブデザインの原則を理解することによって、webデザイ,"Understand the basic principles of web design, including page structure, layouts, typography, colors, spacing, navigation, visual hierarchy, and responsive design.",ページ構造、レイアウト、タイポグラフィ、色、間隔、ナビゲーション、視覚的階層、レスポンシブデザインなど、webデザインの基本原則を理解します。,"Create organized web pages using basic layouts, typography, colors, spacing, navigation, visual hierarchy, and responsive design principles.",基本的なレイアウト、タイポグラフィ、色、間隔、ナビゲーション、視覚的な階層、および応答性の設計原則を使用して組織化されたwebページを作成します。,201,201,201,201,NULL,NULL
34,9,Intermediate,中級,"Improve web design skills by creating clearer layouts, organizing visual elements, applying responsive principles, and developing more consistent and user-friendly page designs.",より明確なレイアウトを作成し、視覚要素を整理し、敏感な主義を適用し、そしてより一貫した、ユーザーフレンドリーのページの設計を開発することによ,"Learn how to create more organized web layouts by applying typography, color, spacing, navigation, visual hierarchy, and responsive design principles.",タイポグラフィ、色、間隔、ナビゲーション、視覚的な階層、レスポンシブデザインの原則を適用することにより、より組織化されたwebレイアウ,"Design clearer and more consistent web layouts by applying typography, color, spacing, navigation, visual hierarchy, and responsive design techniques.",タイポグラフィ、色、間隔、ナビゲーション、視覚的階層、レスポンシブデザイン手法を適用することにより、より明確で一貫性のあるwebレイアウ,417,417,417,417,NULL,NULL
35,9,Advanced,アドバンスド,"Refine web design abilities by combining visual hierarchy, responsive layouts, typography, navigation, accessibility considerations, and structured design decisions across different pages.",視覚的な階層、レスポンシブなレイアウト、タイポグラフィ、ナビゲーション、アクセシビリティの考慮事項、および異なるページ間で構造化されたデザイ,"Explore advanced web design concepts by combining responsive layouts, typography, visual hierarchy, navigation, accessibility considerations, and consistent design systems.",レスポンシブレイアウト、タイポグラフィ、視覚的階層、ナビゲーション、アクセシビリティの考慮事項、一貫したデザインシステムを組み合,"Create more advanced web designs by combining responsive layouts, typography, visual hierarchy, navigation, accessibility considerations, and consistent design systems.",レスポンシブレイアウト、タイポグラフィ、視覚的階層、ナビゲーション、アクセシビリティの考慮事項、一貫したデザインシステムを組み合,793,793,793,793,NULL,NULL
36,9,Expert,専門家,"Develop an independent web design approach by planning complete page structures, making thoughtful design decisions, improving usability, and creating consistent experiences across different screen sizes.",完全なページ構造を計画し、思慮深い設計決定を行い、使いやすさを改善し、異なる画面サイズにわたって一貫した経験を作成することによ,"Learn how to independently plan and design complete web pages by making thoughtful decisions about structure, usability, visual consistency, responsiveness, and user experience.",構造、使いやすさ、視覚的な一貫性、応答性、ユーザーエクスペリエンスについて慎重に決定することにより、完全なwebページを独立して計画し、設計する方法,"Independently plan and design complete web pages by making thoughtful decisions about structure, usability, responsiveness, visual consistency, and user experience.",独立して構造、有用性、敏感さ、視覚一貫性およびユーザーの経験についての思慮深い決定をすることによって完全なwebページを計画し、設計しなさい。,981,981,981,981,NULL,NULL
