id,title,title_jp,slug,summary,summary_jp,description,description_jp,meta_title,meta_description,meta_keyword,photo,stock,size,condition,status,price,price_in_points,price_jp,price_hk,discount,is_featured,extra_description,extra_description_jp,cat_id,child_cat_id,brand_id,duration,skill_level,skill_level_jp,lectures,language,language_jp,genres,created_at,updated_at
11,Coding for Beginners,初心者のためのコーディング,coding-for-beginners,"Coding for Beginners provides an accessible introduction to programming concepts for new learners. Explore basic logic, variables, conditions, functions, and problem-solving while building a foundation for understanding how simple programs and digital tools work.",初心者のためのコーディングは、新しい学習者のためのプログラミングの概念にアクセ シンプルなプログラムとデジタルツールがどのように機能するかを理解するための基盤を構築しながら、基本的なロジック、変数、条件、関数、および問,"Coding for Beginners introduces the basic ideas behind programming in a simple and approachable way. Learners explore variables, data types, conditions, loops, functions, logical thinking, and basic problem-solving through practical examples. The course focuses on helping beginners understand how code works and how individual instructions come together to create useful programs. Learners gradually practice writing simple code, identifying common mistakes, and breaking larger problems into smaller steps. The lessons provide a comfortable starting point for learners with little or no programming experience and help build a foundation for exploring more advanced coding topics later.",初心者のためのコーディングは、シンプルで親しみやすい方法でプログラミングの背後にある基本的なアイデアを紹介します。 学習者は、変数、データ型、条件、ループ、関数、論理的思考、および基本的な問題解決を実用的な例を通して探求します。 このコースでは、初心者がコードの仕組みや、個々の指示がどのように一緒になって有用なプログラムを作成するかを理解するのを助けることに焦点を当てています。 学習者は、簡単なコードを書いたり、よくある間違いを特定したり、大きな問題を小さなステップに分割したりすることを徐々に練習します。 このレッスンは、プログラミングの経験がほとんどまたはまったくない学習者に快適な出発点を提供し、後でより高度なコーディングトピックを探索するための基盤を構築するのに役立ちます。,Coding for Beginners | Start Learning to Code,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/11.webp,999999,NULL,NULL,active,36,36,36,36,0,1,,,3,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
12,AI Tools for Everyday Work,日常の仕事のためのAIツール,ai-tools-for-everyday-work,"AI Tools for Everyday Work introduces practical ways to use modern AI tools for common tasks. Learn how AI can support writing, research, organization, brainstorming, productivity, and everyday workflows while developing responsible and effective usage habits.",日常の仕事のためのAIツールは、一般的なタスクのために現代のAIツールを使用する実用的な方法を紹介します。 責任ある効果的な使用習慣を開発しながら、aiが執筆、研究、組織化、ブレーンストーミング、生産性、日常のワークフローをどのようにサポートできるかを学びます。,"AI Tools for Everyday Work introduces practical ways to use modern AI tools for common study, work, and productivity tasks. Learners explore how AI can support writing, brainstorming, research, summarizing information, organizing ideas, creating drafts, and improving everyday workflows. The course focuses on understanding when AI tools can be useful and how to communicate instructions clearly to achieve better results. Learners also explore the importance of reviewing generated information and using AI responsibly. Through practical examples and approachable activities, the course helps learners become more comfortable using AI as a useful support tool in everyday professional and personal tasks.",日常の仕事のためのAIツールは、一般的な研究、仕事、生産性のタスクのために現代のAIツールを使用する実用的な方法を紹介します。 学習者は、aiが執筆、ブレーンストーミング、調査、情報の要約、アイデアの整理、ドラフトの作成、日常のワークフローの改善をどのようにサポートできるかを探ります。 このコースでは、AIツールがいつ役立つかを理解し、より良い結果を達成するために指示を明確に伝える方法に焦点を当てています。 学習者はまた、生成された情報を見直し、責任を持ってAIを使用することの重要性を探求します。 実践的な例と親しみやすい活動を通じて、学習者は、日常の専門的および個人的なタスクで有用なサポートツールとしてAIを使用して、より快適になるの,AI Tools for Everyday Work | Learn Practical AI Skills,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/12.webp,999999,NULL,NULL,active,31,31,31,31,0,0,,,3,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
13,Data Skills for Beginners,初心者のためのデータスキル,data-skills-for-beginners,"Data Skills for Beginners introduces essential data concepts in a simple and practical way. Learn how to understand, organize, interpret, and present information while developing foundational skills useful for study, work, and everyday decision-making.",初心者のためのデータスキルは、シンプルで実用的な方法で重要なデータの概念を紹介します。 学習、仕事、日常の意思決定に役立つ基礎的なスキルを開発しながら、情報を理解、整理、解釈、および提示する方法を学びます。,"Data Skills for Beginners introduces essential data concepts for learners who are new to working with information. The course explores how data can be collected, organized, cleaned, compared, interpreted, and presented in a clear way. Learners practice understanding tables, identifying useful information, recognizing simple patterns, and communicating findings through basic visual presentations. The lessons use practical examples to make data concepts easier to understand without requiring advanced mathematical knowledge. Learners develop foundational skills that can support study, workplace tasks, reporting, planning, and everyday decision-making while becoming more comfortable working with structured information.",初心者のためのデータスキルは、情報を扱うことに慣れていない学習者のための重要なデータの概念を紹介します。 このコースでは、データをどのように収集、整理、クリーニング、比較、解釈、および明確な方法で提示できるかを探ります。 学習者は、表を理解し、有用な情報を特定し、単純なパターンを認識し、基本的な視覚的プレゼンテーションを通じて調査結果を伝える練習をします。 このレッスンでは、実用的な例を使用して、高度な数学的知識を必要とせずにデータの概念を理解しやすくします。 学習者は、構造化された情報をより快適に操作しながら、学習、職場のタスク、レポート、計画、および日常の意思決定をサポートできる基礎的なスキルを開発します。,Data Skills for Beginners | Learn Data Basics,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/13.webp,999999,NULL,NULL,active,39,39,39,39,0,1,,,3,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
14,Web Design Basics,Webデザインの基礎,web-design-basics,"Web Design Basics introduces the foundations of creating attractive and usable websites. Learn about layouts, typography, colors, responsive design, visual hierarchy, and basic web concepts while developing practical skills for creating simple digital experiences.",Webデザインの基本は、魅力的で使いやすいウェブサイトを作成するための基礎を紹介します。 シンプルなデジタル体験を作成するための実践的なスキルを開発しながら、レイアウト、タイポグラフィ、色、レスポンシブデザイン、視覚的な階層、およ,"Web Design Basics introduces learners to the essential principles behind creating clear, attractive, and usable websites. The course explores page structure, layout, typography, color, spacing, visual hierarchy, responsive design, navigation, and basic web concepts. Learners examine how different elements work together to create an enjoyable browsing experience across desktop and mobile screens. Practical examples help learners understand how to plan and organize a simple website before developing more advanced skills. The course provides a useful starting point for beginners interested in web design, digital projects, creative technology, or building a stronger understanding of how modern websites are structured.",Webデザインの基本は、明確な魅力的な、使用可能なウェブサイトを作成する背後にある本質的な原則に学習者を紹介します。 このコースでは、ページ構造、レイアウト、タイポグラフィ、色、間隔、視覚的階層、レスポンシブデザイン、ナビゲーション、および基本的なweb概念について説明します。 学習者は、さまざまな要素がどのように連携して、デスクトップ画面とモバイル画面で楽しいブラウジング体験を作成するかを調べます。 実践的な例は、学習者がより高度なスキルを開発する前に、簡単なウェブサイトを計画し、整理する方法を理解するのに役立ちます。 このコースは、ウェブデザイン、デジタルプロジェクト、創造的な技術、または現代のウェブサイトがどのように構造化されているかをより強く理解することに興味がある初心者にとって有用な出発点を提供します。,Web Design Basics | Learn Modern Web Design,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/14.webp,999999,NULL,NULL,active,37,37,37,37,0,1,,,3,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
15,Cybersecurity Essentials,サイバーセキュリティの必需品,cybersecurity-essentials,"Cybersecurity Essentials introduces important concepts for staying safer online. Learn about passwords, account protection, phishing, privacy, device security, safe browsing, and common digital risks while building practical habits for everyday internet use.",Cybersecurity Essentialsでは、オンラインをより安全に保つための重要な概念を紹介します。 日常的なインターネット使用のための実用的な習慣を構築しながら、パスワード、アカウント保護、フィッシング、プライバシー、デバイスのセキュリティ、セーフブラウジング、および一般的なデジタルリスクについて学びます。,"Cybersecurity Essentials introduces practical concepts that help learners understand common digital security risks and safer online habits. The course covers password protection, account security, phishing, suspicious links, privacy, device protection, safe browsing, and common forms of online risk. Learners explore how everyday actions can affect personal and workplace security and practice recognizing situations that may require greater caution. The lessons use simple examples to make cybersecurity concepts understandable for beginners without requiring technical experience. By completing the course, learners can develop stronger awareness of digital safety and build practical habits for protecting accounts, devices, information, and online activities.",Cybersecurity Essentialsでは、学習者が一般的なデジタルセキュリティリスクとより安全なオンライン習慣を理解するのに役立つ実用的な概念を紹介します。 このコースでは、パスワード保護、アカウントのセキュリティ、フィッシング、不審なリンク、プライバシー、デバイス保護、セーフブラウジング、および一般的な形のオンラインリスクをカバーしています。 学習者は、日常の行動が個人や職場のセキュリティにどのように影響するかを探り、より大きな注意が必要な状況を認識する練習をします。 このレッスンでは、簡単な例を使用して、技術的な経験を必要とせずに初心者にサイバーセキュリティの概念を理解してもらうことができます。 このコースを修了することで、学習者はデジタルの安全性に対する意識を高め、アカウント、デバイス、情報、オンライン活動を保護するための実践的な習慣を構築することができます。,Cybersecurity Essentials | Learn Online Safety Basics,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/15.webp,999999,NULL,NULL,active,35,35,35,35,0,0,,,3,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
16,Digital Illustration Basics,デジタルイラストの基本,digital-illustration-basics,"Digital Illustration Basics introduces the fundamentals of creating artwork digitally. Learn about brushes, layers, shapes, color, composition, shading, and basic illustration techniques while practicing creative skills in a clear and approachable learning environment.",デジタルイラストの基礎アートワークをデジタルで作成するための基礎を紹介します。 明確で親しみやすい学習環境で創造的なスキルを練習しながら、ブラシ、レイヤー、形状、色、組成、シェーディング、および基本的なイラストの技術について学,"Digital Illustration Basics introduces learners to the foundations of creating artwork with digital tools. The course explores brushes, layers, shapes, color, composition, linework, shading, and simple rendering techniques through approachable creative exercises. Learners practice building illustrations from basic forms while understanding how different digital tools can affect the appearance and quality of their artwork. The lessons are designed for beginners who want to become comfortable with a digital drawing workflow and develop stronger creative habits. By practicing fundamental techniques, learners can build a solid starting point for creating their own digital illustrations and exploring more advanced art projects.",デジタルイラストの基本は、デジタルツールを使用してアートワークを作成する基礎に学習者を紹介します。 このコースでは、ブラシ、レイヤー、形状、色、構成、線画、シェーディング、および親しみやすい創造的な演習を通じて簡単なレンダリング技術を探ります。 学習者は、さまざまなデジタルツールがアートワークの外観と品質にどのように影響するかを理解しながら、基本的なフォームからイラストを作成する練習をします。 レッスンは、デジタル描画ワークフローに慣れ、より強い創造的な習慣を身につけたい初心者のために設計されています。 基本的なテクニックを練習することで、学習者は自分のデジタルイラストを作成し、より高度なアートプロジェクトを探索するための堅実な出発点を構築することができます。,Digital Illustration Basics | Learn Digital Art Skills,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/16.webp,999999,NULL,NULL,active,41,41,41,41,0,0,,,4,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
17,Graphic Design Fundamentals,グラフィックデザインの基礎,graphic-design-fundamentals,"Graphic Design Fundamentals teaches the essential principles behind effective visual design. Explore typography, color, composition, spacing, hierarchy, and layout while learning how to create clear and engaging designs for digital and creative projects.",グラフィックデザインの基礎効果的なビジュアルデザインの背後にある本質的な原則を教えています。 デジタルおよびクリエイティブなプロジェクトのための明確で魅力的なデザインを作成する方法を学びながら、タイポグラフィ、色、構成、間隔、階層、,"Graphic Design Fundamentals introduces learners to the essential principles used to create clear, balanced, and engaging visual designs. The course explores typography, color, composition, spacing, alignment, hierarchy, contrast, and layout through practical examples and creative exercises. Learners discover how different design elements work together to communicate ideas and organize information effectively. The lessons encourage learners to experiment with visual choices while developing an understanding of what makes a design easier to read and visually appealing. This course provides a practical foundation for beginners interested in graphic design, digital content, branding concepts, social media visuals, or creative communication.",グラフィックデザインの基礎は、明確でバランスのとれた、魅力的なビジュアルデザインを作成するために使用される本質的な原則に学習者を紹介します。 このコースでは、実用的な例と創造的な演習を通じて、タイポグラフィ、色、構成、間隔、配置、階層、コントラスト、レイアウトを探ります。 学習者は、さまざまなデザイン要素がどのように連携してアイデアを伝え、情報を効果的に整理するかを発見します。 このレッスンでは、デザインを読みやすく視覚的に魅力的にするものについての理解を深めながら、視覚的な選択を試すことを学習者に奨励します。 このコースでは、グラフィックデザイン、デジタルコンテンツ、ブランディングコンセプト、ソーシャルメディアビジュアル、クリエイティブなコミュニケーションに興味のある初心者のための実践的な基礎を提供します。,Graphic Design Fundamentals | Learn Graphic Design,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/17.webp,999999,NULL,NULL,active,34,34,34,34,0,0,,,4,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
18,Photography Essentials,写真の必需品,photography-essentials,"Photography Essentials introduces the foundations of taking better photographs. Learn about composition, lighting, framing, focus, perspective, and visual storytelling while developing practical photography skills that can be used with cameras or everyday devices.",Photography Essentialsは、より良い写真を撮るための基礎を紹介します。 カメラや日常のデバイスで使用できる実用的な写真撮影スキルを開発しながら、構図、照明、フレーミング、フォーカス、パースペクティブ、視覚的なストーリーテリングについて学びます。,"Photography Essentials introduces learners to the core principles of creating stronger photographs with cameras or everyday mobile devices. The course explores composition, framing, lighting, focus, perspective, timing, and visual storytelling through practical examples. Learners discover how small changes in position, light, and composition can affect the final image. The lessons encourage observation and experimentation so learners can develop a better understanding of how to capture subjects clearly and creatively. Whether photographing people, places, food, objects, or everyday moments, learners can build useful photography habits and develop a stronger visual eye for creating thoughtful and engaging images.",Photography Essentialsは、カメラや日常のモバイルデバイスでより強い写真を作成するためのコア原則を学習者に紹介します。 このコースでは、構成、フレーミング、照明、フォーカス、パースペクティブ、タイミング、および視覚的なストーリーテリングを実践的な例を通して探ります。 学習者は、位置、光、構図の小さな変化が最終的な画像にどのように影響するかを発見します。 レッスンは観察と実験を奨励するので、学習者は被験者を明確かつ創造的に捉える方法をよりよく理解することができます。 人、場所、食べ物、物、日常の瞬間を撮影するかどうかにかかわらず、学習者は有用な写真の習慣を構築し、思慮深く魅力的な画像を作成するためのより強い視覚的な目を開発することができます。,Photography Essentials | Learn Photography Basics,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/18.webp,999999,NULL,NULL,active,43,43,43,43,0,1,,,4,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
19,Video Editing Basics,ビデオ編集の基本,video-editing-basics,"Video Editing Basics helps beginners understand the essential steps of creating and editing videos. Learn about cutting clips, arranging scenes, transitions, audio, timing, and basic visual adjustments while developing practical editing skills for creative projects.",ビデオ編集の基本は、初心者がビデオを作成および編集するための重要な手順を理解するのに役立ちます。 クリップのカット、シーンの配置、トランジション、オーディオ、タイミング、基本的な視覚調整について学び、クリエイティブプロジェクトの実践的な編集スキルを開発します。,"Video Editing Basics introduces learners to the essential techniques used to turn raw footage into organized and engaging videos. The course covers importing clips, trimming scenes, arranging sequences, transitions, timing, basic audio, simple visual adjustments, and overall project organization. Learners practice understanding how individual clips work together to create a clear flow and how editing choices can influence the viewer's experience. The lessons are designed for beginners and use practical examples that make the editing process easier to follow. By developing these foundational skills, learners can become more comfortable creating simple videos for personal, educational, social, or creative projects.",ビデオ編集の基本は、生の映像を組織化された魅力的なビデオに変えるために使用される不可欠なテクニックを学習者に紹介します。 このコースでは、クリップのインポート、シーンのトリミング、シーケンスの配置、トランジション、タイミング、基本的なオーディオ、簡単な視覚的調整、および全体的なプロジェクト編成をカバーしています。 学習者は、個々のクリップがどのように連携して明確な流れを作り出すか、編集の選択が視聴者の体験にどのように影響するかを理解する練習をします。 レッスンは初心者向けに設計されており、編集プロセスを簡単にフォローできる実用的な例を使用しています。 これらの基礎的なスキルを開発することにより、学習者は、個人的、教育的、社会的、または創造的なプロジェクトのための簡単なビデオを作成する,Video Editing Basics | Learn Video Editing Skills,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/19.webp,999999,NULL,NULL,active,38,38,38,38,0,1,,,4,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
20,Creative Writing Skills,クリエイティブライティングスキル,creative-writing-skills,"Creative Writing Skills helps learners develop stronger writing through practical exercises in ideas, structure, description, characters, dialogue, and storytelling. Build confidence in expressing thoughts clearly and creating engaging written content for different creative purposes.",クリエイティブライティングスキルは、学習者がアイデア、構造、説明、文字、対話、ストーリーテリングの実践的な演習を通じて、より強力な文章を開発するのに役立ちます。 思考を明確に表現し、さまざまな創造的な目的のために魅力的な書かれたコンテンツを作成することに自信を,"Creative Writing Skills helps learners develop practical writing abilities while exploring ideas, structure, description, characters, dialogue, storytelling, and personal expression. The course encourages learners to experiment with different ways of developing ideas and turning them into clear, engaging written pieces. Through guided exercises, learners practice creating stronger openings, organizing thoughts, describing scenes, developing characters, and improving the flow of their writing. The lessons are suitable for beginners who want to become more comfortable with creative writing or strengthen existing skills. By practicing regularly, learners can develop greater confidence in expressing ideas and creating original written content for different creative purposes.",クリエイティブライティングスキルは、学習者がアイデア、構造、説明、文字、対話、ストーリーテリング、および個人的な表現を模索しながら、実用的なライ このコースでは、学習者がアイデアを開発し、それらを明確で魅力的な書かれた作品に変えるさまざまな方法を試してみることを奨励しています。 ガイド付き演習を通じて、学習者は、より強い開口部を作成し、思考を整理し、シーンを記述し、文字を開発し、彼らの文章の流れを改善する練習をします。 レッスンは創造的な執筆とより快適になるか、または既存の技術を増強したいと思う初心者のために適している。 定期的に練習することで、学習者はアイデアを表現し、さまざまな創造的な目的のためにオリジナルの書かれたコンテンツを作成することに,Creative Writing Skills | Improve Your Writing Skills,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/20.webp,999999,NULL,NULL,active,40,40,40,40,0,1,,,4,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
21,Personal Finance Basics,個人金融の基礎知識,personal-finance-basics,"Personal Finance Basics introduces practical money-management skills for everyday life. Learn about budgeting, saving, spending, financial planning, and understanding basic money decisions while developing habits that can help you manage personal finances more confidently.",個人的な財政の基礎は日常生活のための実用的なお金管理の技術を導入する。 あなたがより自信を持って個人的な財政を管理することができます習慣を開発しながら、予算、貯蓄、支出、財務計画、および基本的なお金の決定を理解,"Personal Finance Basics introduces practical money-management skills for everyday life. The course covers budgeting, saving, spending, financial goals, basic planning, and understanding common personal finance decisions. Learners explore simple ways to organize income and expenses, think about short-term and long-term goals, and develop more mindful spending habits. The lessons use approachable examples to make financial concepts easier to understand without requiring advanced knowledge. By practicing these skills, learners can become more comfortable managing everyday money decisions and building a clearer understanding of personal financial planning for different stages of life.",個人的な財政の基礎は日常生活のための実用的なお金管理の技術を導入する。 このコースでは、予算編成、節約、支出、財務目標、基本計画、および一般的な個人的な財務上の決定を理解することをカバーしています。 学習者は、収入と支出を整理し、短期的および長期的な目標について考え、より意識的な支出習慣を開発するための簡単な方法を模索します。 レッスンでは、親しみやすい例を使用して、高度な知識を必要とせずに金融の概念を理解しやすくします。 これらのスキルを実践することで、学習者は毎日のお金の決定を管理し、人生のさまざまな段階のための個人的な財務計画の明確な理解を構築するより快適になることができます。,Personal Finance Basics | Learn Money Management Skills,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/21.webp,999999,NULL,NULL,active,42,42,42,42,0,0,,,5,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
22,Easy Cooking Skills,簡単な料理のスキル,easy-cooking-skills,"Easy Cooking Skills introduces practical cooking techniques for beginners. Learn about ingredients, preparation, basic kitchen methods, seasoning, timing, and simple meals while building confidence in preparing everyday food at home.",簡単な調理技術初心者のための実用的な調理技術を紹介します。 食材、調理法、基本的なキッチン方法、調味料、タイミング、簡単な食事について学び、家庭で日常の食べ物を準備する自信を築きます。,"Easy Cooking Skills introduces beginners to practical techniques for preparing simple everyday meals with greater confidence. The course explores ingredient preparation, basic kitchen tools, cooking methods, seasoning, timing, food organization, and simple meal planning. Learners practice understanding how different ingredients behave during cooking and how small techniques can improve the result. Lessons are designed to be approachable for people with limited kitchen experience and focus on useful skills that can be practiced at home. By building familiarity with basic cooking methods and preparation routines, learners can become more comfortable preparing everyday meals and exploring new recipes independently.",簡単な料理のスキルは、より大きな自信を持って簡単な毎日の食事を準備するための実用的な技術に初心者を紹介します。 このコースでは、食材の準備、基本的なキッチンツール、調理方法、調味料、タイミング、食品の組織、簡単な食事の計画を探ります。 学習者は、調理中にさまざまな成分がどのように振る舞うか、そして小さな技術が結果をどのように改善できるかを理解する練習をします。 レッスンは、限られたキッチンの経験を持つ人々のために親しみやすく、自宅で練習することができる有用なスキルに焦点を当てるように設計され 基本的な調理方法と準備ルーチンに精通して構築することにより、学習者は毎日の食事を準備し、独立して新しいレシピを探索するより快適にな,Easy Cooking Skills | Learn Everyday Cooking,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/22.webp,999999,NULL,NULL,active,37,37,37,37,0,0,,,5,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
23,Travel Planning Essentials,旅行計画の必需品,travel-planning-essentials,"Travel Planning Essentials helps learners organize trips more effectively by exploring practical planning skills. Learn about destinations, schedules, budgets, transportation, accommodation, packing, and preparation so you can approach travel planning with greater confidence.",旅行計画Essentialsは、学習者が実用的な計画スキルを探求することにより、より効果的に旅行を整理するのに役立ち 目的地、スケジュール、予算、交通機関、宿泊施設、梱包、準備について学び、自信を持って旅行計画に取り組むことができます。,"Travel Planning Essentials helps learners develop practical skills for organizing enjoyable and well-prepared trips. The course explores destination research, travel schedules, budgeting, transportation, accommodation, packing, daily planning, and basic preparation before departure. Learners practice thinking through different parts of a trip and organizing important information in a clear way. The lessons use realistic planning situations to make travel preparation easier to understand and apply. Learners can develop useful habits for comparing options, creating flexible itineraries, preparing essential items, and managing travel details. The course provides a practical foundation for planning personal, family, or independent trips with greater confidence.",旅行計画Essentialsは、学習者が楽しく、よく準備された旅行を整理するための実践的なスキルを開発するのに役立ちます。 このコースでは、目的地の調査、旅行スケジュール、予算、交通機関、宿泊施設、梱包、毎日の計画、出発前の基本的な準備を探ります。 学習者は、旅行のさまざまな部分を通して考え、重要な情報を明確な方法で整理する練習をします。 レッスンでは、現実的な計画状況を使用して、旅行の準備を理解し、適用しやすくします。 学習者は、オプションを比較し、柔軟な旅程を作成し、必須項目を準備し、旅行の詳細を管理するための有用な習慣を開発することができます。 このコースは、個人的、家族的、または独立した旅行をより自信を持って計画するための実践的な基盤を提供します。,Travel Planning Essentials | Plan Better Trips,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/23.webp,999999,NULL,NULL,active,45,45,45,45,0,0,,,5,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
24,Productivity & Time Management,生産性と時間管理,productivity-time-management,"Productivity & Time Management introduces practical ways to organize tasks, manage priorities, and use time more effectively. Learn simple planning methods, routines, goal-setting techniques, and organization strategies that can support study, work, and everyday responsibilities.",生産性と時間管理は、タスクを整理し、優先順位を管理し、より効果的に時間を使用するための実用的な方法を紹介します。 簡単な計画方法、ルーチン、目的設定の技術、および調査、仕事および毎日の責任を支えることができる構成作戦を学びなさい。,"Productivity & Time Management helps learners develop practical ways to organize responsibilities, manage priorities, and make better use of their available time. The course explores task planning, goal setting, routines, prioritization, scheduling, organization, and methods for handling multiple responsibilities. Learners practice identifying important tasks, breaking larger goals into manageable steps, and creating realistic plans that fit everyday routines. The lessons focus on simple techniques that can be adapted to study, work, and personal activities rather than promoting one fixed system. By practicing these approaches, learners can build more organized habits and improve their ability to manage daily responsibilities with greater clarity.",生産性と時間管理は、学習者が責任を整理し、優先順位を管理し、利用可能な時間をより有効に活用するための実用的な方法を開発するのに役立ちます。 このコースでは、タスク計画、目標設定、ルーチン、優先順位付け、スケジューリング、組織、および複数の責任を処理するための方法を探ります。 学習者は、重要なタスクを特定し、より大きな目標を管理しやすいステップに分割し、日常のルーチンに合った現実的な計画を作成する練習をします。 レッスンでは、一つの固定されたシステムを促進するのではなく、勉強、仕事、個人的な活動に適応できる簡単なテクニックに焦点を当てています。 これらのアプローチを実践することで、学習者はより組織化された習慣を構築し、より明確に日常の責任を管理する能力を向上させることができます。,Productivity & Time Management | Work Smarter Every Day,"Learn practical skills through engaging online courses in languages, career, technology, creative skills, and everyday life. Build knowledge, practice at your own pace, and learn useful skills for study, work, and personal growth.","online courses, online learning, language courses, career skills, technology courses, creative courses, life skills, Japanese courses, Korean courses, English courses, digital skills, professional skills, beginner courses, skill development, online education, practical learning, self-paced courses",storage/photos/products/24.webp,999999,NULL,NULL,active,46,46,46,46,0,1,,,5,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
